record_id,budget_allocated,expenditure,utilisation_ratio,state,district,financial_year,label,confidence_label,source_file
MPL-WB-2019-002598,536800.0,520996.72,0.9705602086438152,West Bengal,,2019,,,synthetic_dataset.csv
MPL-OD-2015-002599,323100.0,329415.12,1.0195454038997214,Odisha,Puri,2015,,,synthetic_dataset.csv
MPL-OD-2019-002600,105700.0,92205.68,0.872333774834437,Odisha,Bolangir,2019,,,synthetic_dataset.csv
MPL-WB-2018-002601,522500.0,481024.67,0.9206213779904306,West Bengal,Murshidabad,2018,,,synthetic_dataset.csv
MPL-RJ-2020-002602,128900.0,122294.02,0.9487511249030256,Rajasthan,Bhilwara,2020,,,synthetic_dataset.csv
MPL-WB-2020-002603,857500.0,851145.73,0.9925897725947521,West Bengal,Malda,2020,,,synthetic_dataset.csv
MPL-MP-2020-002604,145900.0,160110.38,1.0973980808773132,Madhya Pradesh,Chhindwara,2020,,,synthetic_dataset.csv
MPL-UP-2015-002605,1045600.0,,,Uttar Pradesh,Varanasi,2015,,,synthetic_dataset.csv
MPL-MH-2021-002606,219700.0,217823.57,0.9914591260810196,Maharashtra,Pune,2021,,,synthetic_dataset.csv
MPL-RJ-2015-002607,322600.0,236161.39,0.732056385616863,Rajasthan,Jodhpur,2015,,,synthetic_dataset.csv
MPL-MH-2015-002608,188900.0,171341.86,0.9070506087877183,Maharashtra,Amravati,2015,,,synthetic_dataset.csv
MPL-RJ-2017-002609,905300.0,906607.66,1.0014444493538055,Rajasthan,Bhilwara,2017,,,synthetic_dataset.csv
MPL-TN-2015-002610,,645568.59,,Tamil Nadu,Tiruchirappalli,2015,,,synthetic_dataset.csv
MPL-AP-2017-002611,82000.0,,,N/A,Kadapa,2017,,,synthetic_dataset.csv
MPL-GJ-2017-002612,1000500.0,923988.78,0.9235270164917542,Gujarat,Kachchh,2017,,,synthetic_dataset.csv
MPL-WB-2019-002613,89200.0,,,West Bengal,Jalpaiguri,2019,,,synthetic_dataset.csv
MPL-GJ-2021-002614,679900.0,715020.78,1.0516558023238711,Gujarat,Surat,2021,,,synthetic_dataset.csv
MPL-KA-2022-002615,319300.0,,,Karnataka,Tumakuru,1996,,,synthetic_dataset.csv
MPL-WB-2016-002616,1044500.0,1035595.26,0.9914746385830541,West Bengal,Jalpaiguri,2016,,,synthetic_dataset.csv
MPL-MH-2018-002617,103000.0,,,Maharashtra,Solapur,2020,,,synthetic_dataset.csv
MPL-AP-2015-002618,116300.0,117138.69,1.0072114359415305,Andhra Pradesh,NA,2015,,,synthetic_dataset.csv
MPL-GJ-2019-002619,988300.0,933640.84,0.9446937569563897,Gujarat,Mehsana,2019,,,synthetic_dataset.csv
MPL-OD-2018-002620,372500.0,367492.89,0.9865580939597316,Odisha,NULL,2018,,,synthetic_dataset.csv
MPL-AP-2016-002621,,286804.95,,Andhra Pradesh,NA,2016,,,synthetic_dataset.csv
MPL-PB-2016-002622,376500.0,326864.67,0.8681664541832669,Punjab,Ludhiana,2016,,,synthetic_dataset.csv
MPL-MH-2016-002623,,1377824.05,,Maharashtra,Amravati,2016,,,synthetic_dataset.csv
MPL-OD-2015-002624,456900.0,465115.38,1.0179806959947473,Odisha,,2015,,,synthetic_dataset.csv
MPL-BR-2015-002625,441900.0,421780.61,0.9544707173568681,Bihar,Purnia,2015,,,synthetic_dataset.csv
MPL-WB-2019-002626,,741650.77,,West Bengal,Purba Bardhaman,2019,,,synthetic_dataset.csv
MPL-BR-2021-002627,1165100.0,906586.43,0.7781189854948074,-,Bhagalpur,2021,,,synthetic_dataset.csv
MPL-TN-2017-002628,6229539.34,6702257.08,1.0758832578461572,Tamil Nadu,Salem,2017,,,synthetic_dataset.csv
MPL-KA-2021-002629,183000.0,162093.2,0.8857551912568307,Karnataka,Ballari,2021,,,synthetic_dataset.csv
MPL-KA-2018-002630,424500.0,301806.2,0.7109686690223793,Karnataka,Belagavi,2018,,,synthetic_dataset.csv
MPL-UP-2020-002631,,2177112.01,,Uttar Pradesh,Prayagraj,2020,,,synthetic_dataset.csv
MPL-WB-2016-002632,344700.0,348815.2,1.0119384972439802,West Bengal,Jalpaiguri,2016,,,synthetic_dataset.csv
MPL-AP-2022-002633,1999000.0,1750076.62,0.875476048024012,Andhra Pradesh,Kadapa,2022,,,synthetic_dataset.csv
MPL-RJ-2020-002634,2925200.0,3131150.02,1.0704054492000548,Rajasthan,Udaipur,2020,,,synthetic_dataset.csv
MPL-BR-2021-002635,965700.0,796793.13,0.8250938490214352,Bihar,Gaya,2021,,,synthetic_dataset.csv
MPL-WB-2019-002636,255100.0,,,West Bengal,Purba Bardhaman,2019,,,synthetic_dataset.csv
MPL-WB-2022-002637,1368300.0,1389408.16,1.0154265585032523,West Bengal,Bankura,2022,,,synthetic_dataset.csv
MPL-MH-2017-002638,138300.0,132774.21,0.9600449023861171,Maharashtra,Kolhapur,2017,,,synthetic_dataset.csv
MPL-GJ-2017-002639,924600.0,922469.94,0.997696236210253,Gujarat,unknown,2017,,,synthetic_dataset.csv
MPL-MH-2021-002640,139900.0,155040.91,1.108226661901358,Maharashtra,Solapur,1991,,,synthetic_dataset.csv
MPL-MP-2021-002641,1423100.0,1407373.11,0.988948851099712,Madhya Pradesh,Ujjain,2021,,,synthetic_dataset.csv
MPL-MP-2016-002642,1187600.0,887203.88,0.7470561468507915,Madhya Pradesh,Chhindwara,2016,,,synthetic_dataset.csv
MPL-BR-2021-002643,180400.0,,,Bihar,Purnia,2022,,,synthetic_dataset.csv
MPL-AP-2018-002644,1733400.0,1701428.03,0.9815553421022268,Andhra Pradesh,Anantapur,2018,,,synthetic_dataset.csv
MPL-KA-2015-002645,163900.0,172759.73,1.0540557046979866,Karnataka,Vijayapura,2015,,,synthetic_dataset.csv
MPL-AP-2019-002646,428100.0,,,Andhra Pradesh,Kadapa,2019,,,synthetic_dataset.csv
MPL-MP-2019-002647,1310400.0,1257110.74,0.9593335927960928,Madhya Pradesh,Rewa,2019,,,synthetic_dataset.csv
MPL-GJ-2022-002648,34433347.87,34511932.05,1.0022822114276162,Gujarat,Bhavnagar,2022,,,synthetic_dataset.csv
MPL-RJ-2015-002649,,706279.52,,Rajasthan,Bhilwara,2015,,,synthetic_dataset.csv
MPL-AP-2018-002650,2949200.0,2478014.17,0.8402326630950766,Andhra Pradesh,Kurnool,2018,,,synthetic_dataset.csv
MPL-PB-2015-002651,308300.0,,,,Sangrur,2015,,,synthetic_dataset.csv
MPL-WB-2020-002652,1468400.0,1258672.84,0.8571730046308909,West Bengal,Purba Bardhaman,2020,,,synthetic_dataset.csv
MPL-GJ-2015-002653,321100.0,247043.07,0.7693649018997197,Gujarat,Kachchh,1967,,,synthetic_dataset.csv
MPL-MP-2017-002654,734900.0,706941.51,0.9619560620492584,Madhya Pradesh,Satna,2017,,,synthetic_dataset.csv
MPL-WB-2021-002655,1371600.0,1177529.22,0.8585077427821522,West Bengal,Malda,2021,,,synthetic_dataset.csv
MPL-OD-2015-002656,470600.0,,,Odisha,Mayurbhanj,2015,,,synthetic_dataset.csv
MPL-TN-2021-002657,,,,Tamil Nadu,Tirunelveli,2021,,,synthetic_dataset.csv
MPL-BR-2018-002658,1591500.0,1501108.33,0.9432034747093937,Bihar,,2018,,,synthetic_dataset.csv
MPL-UP-2021-002659,975100.0,871457.34,0.8937107373602707,Uttar Pradesh,Meerut,2021,,,synthetic_dataset.csv
MPL-MH-2017-002660,164600.0,150709.8,0.9156123936816524,Maharashtra,Latur,1989,,,synthetic_dataset.csv
MPL-AP-2020-002661,398400.0,375996.63,0.9437666415662651,Andhra Pradesh,Kurnool,2020,,,synthetic_dataset.csv
MPL-TN-2022-002662,164200.0,149084.01,0.9079415956151036,Tamil Nadu,Tirunelveli,2022,,,synthetic_dataset.csv
MPL-TN-2021-002663,256500.0,220146.19,0.8582697465886939,Tamil Nadu,Erode,2021,,,synthetic_dataset.csv
MPL-KA-2019-002664,169200.0,136329.23,0.8057283096926715,Karnataka,NULL,2019,,,synthetic_dataset.csv
MPL-WB-2018-002665,539600.0,,,West Bengal,Jalpaiguri,2018,,,synthetic_dataset.csv
MPL-GJ-2016-002666,573200.0,492794.88,0.8597258897418004,Gujarat,Junagadh,2016,,,synthetic_dataset.csv
MPL-AP-2017-002667,602400.0,467528.92,0.7761104249667995,N/A,Srikakulam,2018,,,synthetic_dataset.csv
MPL-UP-2019-002668,295700.0,260643.46,0.8814455867433209,Uttar Pradesh,Prayagraj,2019,,,synthetic_dataset.csv
MPL-BR-2021-002669,2342800.0,,,Bihar,Purnia,2021,,,synthetic_dataset.csv
MPL-WB-2019-002670,390100.0,340960.29,0.874033042809536,West Bengal,Bankura,2019,,,synthetic_dataset.csv
MPL-RJ-2020-002671,1418100.0,,,Rajasthan,Jodhpur,2020,,,synthetic_dataset.csv
MPL-WB-2019-002672,1359300.0,1136468.42,0.8360688736849848,West Bengal,Hooghly,2020,,,synthetic_dataset.csv
MPL-TN-2021-002673,35704.77,,,Tamil Nadu,Tirunelveli,2021,,,synthetic_dataset.csv
MPL-WB-2022-002674,557000.0,517301.11,0.9287273070017953,West Bengal,,2022,,,synthetic_dataset.csv
MPL-BR-2020-002675,1096800.0,973653.78,0.8877222647702407,Bihar,Saran,2020,,,synthetic_dataset.csv
MPL-BR-2020-002676,,3811721.6,,Bihar,Patna,2020,,,synthetic_dataset.csv
MPL-WB-2015-002677,1121500.0,1025276.57,0.9142011324119482,West Bengal,Bankura,2015,,,synthetic_dataset.csv
MPL-GJ-2019-002678,178800.0,157664.48,0.8817923937360179,Gujarat,Kachchh,2019,,,synthetic_dataset.csv
MPL-MP-2019-002679,463900.0,,,Madhya Pradesh,Satna,2018,,,synthetic_dataset.csv
MPL-TN-2020-002680,209800.0,262250.0,1.25,Tamil Nadu,Salem,2020,,,synthetic_dataset.csv
MPL-GJ-2020-002681,365400.0,240635.13,0.6585526272577997,Gujarat,Bhavnagar,2020,,,synthetic_dataset.csv
MPL-AP-2019-002682,1153000.0,1073592.64,0.9311297831743277,Andhra Pradesh,Visakhapatnam,2019,,,synthetic_dataset.csv
MPL-MH-2020-002683,251200.0,261585.35,1.041342953821656,Maharashtra,Nagpur,2020,,,synthetic_dataset.csv
MPL-BR-2016-002684,1291400.0,1256599.78,0.9730523308037788,Bihar,Saran,2016,,,synthetic_dataset.csv
MPL-KA-2015-002685,769100.0,747961.68,0.9725155116369784,Karnataka,Ballari,2016,,,synthetic_dataset.csv
MPL-MP-2022-002686,492900.0,499628.69,1.0136512274294989,Madhya Pradesh,Rewa,2022,,,synthetic_dataset.csv
MPL-MH-2021-002687,282700.0,,,Maharashtra,Amravati,2021,,,synthetic_dataset.csv
MPL-RJ-2022-002688,,,,Rajasthan,Barmer,2022,,,synthetic_dataset.csv
MPL-KA-2018-002689,698100.0,706022.78,1.011349061739006,,Kalaburagi,2018,,,synthetic_dataset.csv
MPL-BR-2021-002690,477400.0,449002.62,0.9405165898617511,Bihar,Patna,2021,,,synthetic_dataset.csv
MPL-OD-2021-002691,798600.0,767117.49,0.9605778737791134,Odisha,Bolangir,2021,,,synthetic_dataset.csv
MPL-TN-2015-002692,201300.0,168186.8,0.8355032290114257,Tamil Nadu,NA,2015,,,synthetic_dataset.csv
MPL-AP-2019-002693,,149912.67,,Andhra Pradesh,Nellore,2019,,,synthetic_dataset.csv
MPL-PB-2018-002694,1027500.0,899465.03,0.8753917566909976,Punjab,Hoshiarpur,2018,,,synthetic_dataset.csv
MPL-AP-2020-002695,765900.0,648416.56,0.8466073377725553,Andhra Pradesh,Nellore,2020,,,synthetic_dataset.csv
MPL-MH-2021-002696,126200.0,,,Maharashtra,Nashik,2021,,,synthetic_dataset.csv
MPL-GJ-2019-002697,738200.0,752182.4,1.018941208344622,Gujarat,Kachchh,2019,,,synthetic_dataset.csv
MPL-RJ-2022-010645,823700.0,707058.25,0.8583929221804055,Uttar Pradesh,Varanasi,2019,,,synthetic_dataset.csv
MPL-TN-2019-002699,302000.0,247178.88,0.8184731125827814,Tamil Nadu,Erode,,,,synthetic_dataset.csv
MPL-AP-2016-002700,410200.0,,,Andhra Pradesh,Chittoor,2016,,,synthetic_dataset.csv
MPL-MP-2017-002701,1749100.0,1467566.12,0.8390407180835859,Madhya Pradesh,Jabalpur,2017,,,synthetic_dataset.csv
MPL-BR-2015-002702,621200.0,614803.65,0.9897032356728912,Bihar,Muzaffarpur,2015,,,synthetic_dataset.csv
MPL-TN-2017-002703,,342377.05,,Tamil Nadu,Erode,2017,,,synthetic_dataset.csv
MPL-GJ-2017-002704,,,,Gujarat,Junagadh,2017,,,synthetic_dataset.csv
MPL-MP-2021-002705,479500.0,402712.46,0.8398591449426487,Madhya Pradesh,Ujjain,2021,,,synthetic_dataset.csv
MPL-WB-2016-002706,,361834.23,,West Bengal,Bankura,2016,,,synthetic_dataset.csv
MPL-AP-2017-002707,,149323.43,,,Srikakulam,2017,,,synthetic_dataset.csv
MPL-MH-2015-002708,592900.0,456521.92,0.7699813121942992,Maharashtra,Amravati,2015,,,synthetic_dataset.csv
MPL-MH-2016-002709,390300.0,376053.18,0.9634977709454265,Maharashtra,Nashik,2016,,,synthetic_dataset.csv
MPL-RJ-2019-002710,262600.0,244771.25,0.9321068164508759,Rajasthan,Ajmer,2019,,,synthetic_dataset.csv
MPL-PB-2022-002711,268500.0,284036.63,1.0578645437616387,Punjab,Jalandhar,2022,,,synthetic_dataset.csv
MPL-KA-2020-002712,1312000.0,1010416.74,0.7701347103658537,Karnataka,Belagavi,2020,,,synthetic_dataset.csv
MPL-KA-2019-002713,640200.0,563311.61,0.8798994220556076,Karnataka,Kalaburagi,2019,,,synthetic_dataset.csv
MPL-MH-2021-002714,2323300.0,2190321.18,0.9427629578616623,Maharashtra,Pune,2021,,,synthetic_dataset.csv
MPL-AP-2022-002715,142000.0,150242.78,1.0580477464788733,Andhra Pradesh,Anantapur,2022,,,synthetic_dataset.csv
MPL-MH-2018-002716,573700.0,,,Maharashtra,Amravati,2018,,,synthetic_dataset.csv
MPL-BR-2017-002717,198500.0,171899.33,0.8659915869017631,Bihar,Patna,2017,,,synthetic_dataset.csv
MPL-PB-2022-002718,138000.0,130885.28,0.9484440579710145,Punjab,Sangrur,2020,,,synthetic_dataset.csv
MPL-UP-2015-002719,241000.0,,,Uttar Pradesh,N/A,2015,,,synthetic_dataset.csv
MPL-BR-2022-002720,,141259.97,,,Bhagalpur,2022,,,synthetic_dataset.csv
MPL-BR-2021-002721,579600.0,609128.35,1.0509460835058662,Bihar,Patna,2020,,,synthetic_dataset.csv
MPL-GJ-2020-002722,781800.0,640999.6,0.8199022767971348,Gujarat,Junagadh,2020,,,synthetic_dataset.csv
MPL-TN-2017-002723,484000.0,541597.6,1.1190033057851239,Tamil Nadu,Tiruchirappalli,2017,,,synthetic_dataset.csv
MPL-WB-2016-002724,194700.0,163394.11,0.8392096045197739,West Bengal,Murshidabad,2016,,,synthetic_dataset.csv
MPL-MH-2015-002725,,17733270.87,,Maharashtra,Nashik,2015,,,synthetic_dataset.csv
MPL-MP-2021-002726,2127500.0,,,Madhya Pradesh,N/A,2021,,,synthetic_dataset.csv
MPL-GJ-2022-002727,336000.0,310230.52,0.9233051190476191,Gujarat,Rajkot,2022,,,synthetic_dataset.csv
MPL-MH-2016-002728,800300.0,718251.58,0.8974779207797076,Maharashtra,Pune,2016,,,synthetic_dataset.csv
MPL-TN-2017-002729,390300.0,430022.89,1.101775275429157,Tamil Nadu,Erode,2017,,,synthetic_dataset.csv
MPL-AP-2016-002730,275300.0,221772.25,0.8055657464584091,Andhra Pradesh,Srikakulam,2016,,,synthetic_dataset.csv
MPL-UP-2019-002731,850300.0,637170.16,0.7493474773609314,Uttar Pradesh,Lucknow,,,,synthetic_dataset.csv
MPL-KA-2021-002732,1449100.0,,,Karnataka,Shivamogga,2021,,,synthetic_dataset.csv
MPL-BR-2019-002733,263400.0,217724.71,0.8265934320425209,Bihar,Bhagalpur,2019,,,synthetic_dataset.csv
MPL-TN-2020-002734,615900.0,,,Tamil Nadu,,2020,,,synthetic_dataset.csv
MPL-KA-2019-002735,804200.0,,,Karnataka,Tumakuru,2019,,,synthetic_dataset.csv
MPL-WB-2017-002736,198900.0,191883.59,0.9647239316239316,West Bengal,Malda,2017,,,synthetic_dataset.csv
MPL-MH-2018-002737,663400.0,635484.05,0.957919882423877,Maharashtra,Chhatrapati Sambhajinagar,2018,,,synthetic_dataset.csv
MPL-BR-2017-002738,796900.0,674885.84,0.8468889948550633,Bihar,Muzaffarpur,2018,,,synthetic_dataset.csv
MPL-MP-2015-002739,321700.0,277214.36,0.8617170034193348,NA,Gwalior,2015,,,synthetic_dataset.csv
MPL-BR-2017-002740,762700.0,623498.08,0.8174879769240855,Bihar,Purnia,2017,,,synthetic_dataset.csv
MPL-UP-2019-002741,1157000.0,1157625.4,1.0005405358686257,Uttar Pradesh,Bareilly,2020,,,synthetic_dataset.csv
MPL-AP-2021-002742,136200.0,108724.77,0.7982729074889868,Andhra Pradesh,Kurnool,2021,,,synthetic_dataset.csv
MPL-MH-2017-002743,358000.0,,,Maharashtra,Chhatrapati Sambhajinagar,,,,synthetic_dataset.csv
MPL-GJ-2015-002744,422200.0,,,Gujarat,Ahmedabad,2015,,,synthetic_dataset.csv
MPL-TN-2017-002745,,473951.29,,Tamil Nadu,Tiruchirappalli,2017,,,synthetic_dataset.csv
MPL-GJ-2020-002746,733700.0,,,Gujarat,Rajkot,2020,,,synthetic_dataset.csv
MPL-MH-2022-002747,192400.0,174596.38,0.9074655925155926,Maharashtra,,2022,,,synthetic_dataset.csv
MPL-MH-2017-002748,442300.0,360335.01,0.8146846258195795,Maharashtra,Solapur,2017,,,synthetic_dataset.csv
MPL-WB-2015-002749,,807266.29,,West Bengal,Jalpaiguri,2015,,,synthetic_dataset.csv
MPL-UP-2015-002750,418700.0,351379.22,0.8392147599713398,Uttar Pradesh,Varanasi,2015,,,synthetic_dataset.csv
MPL-MH-2020-002751,962000.0,939005.25,0.9760969334719335,Maharashtra,Latur,2020,,,synthetic_dataset.csv
MPL-MP-2016-002752,,650515.66,,,Sagar,2016,,,synthetic_dataset.csv
MPL-AP-2021-002753,862100.0,935503.71,1.0851452383714186,Andhra Pradesh,Guntur,2021,,,synthetic_dataset.csv
MPL-UP-2018-002754,129100.0,97814.48,0.7576644461657629,Uttar Pradesh,Prayagraj,2018,,,synthetic_dataset.csv
MPL-AP-2020-002755,,277173.14,,Andhra Pradesh,Kadapa,2020,,,synthetic_dataset.csv
MPL-GJ-2015-002756,442000.0,359287.67,0.8128680316742081,Gujarat,Bhavnagar,2015,,,synthetic_dataset.csv
MPL-AP-2020-002757,898800.0,,,Andhra Pradesh,Chittoor,2020,,,synthetic_dataset.csv
MPL-MP-2017-002758,10814199.19,11760428.5,1.0874987868611656,Madhya Pradesh,Gwalior,2017,,,synthetic_dataset.csv
MPL-RJ-2018-002759,,562204.08,,Rajasthan,Barmer,2018,,,synthetic_dataset.csv
MPL-BR-2022-002760,1167800.0,1026498.44,0.8790019181366672,Bihar,Gaya,2022,,,synthetic_dataset.csv
MPL-RJ-2015-002761,314400.0,310830.72,0.9886473282442747,Rajasthan,Alwar,2015,,,synthetic_dataset.csv
MPL-OD-2019-002762,208200.0,173250.21,0.8321335734870317,Odisha,Balasore,2019,,,synthetic_dataset.csv
MPL-UP-2015-002763,111500.0,,,Uttar Pradesh,Meerut,2015,,,synthetic_dataset.csv
MPL-KA-2015-002764,140300.0,150224.58,1.0707382751247325,Karnataka,Hassan,2015,,,synthetic_dataset.csv
MPL-UP-2018-002765,482200.0,480435.49,0.9963407092492741,Uttar Pradesh,Prayagraj,2018,,,synthetic_dataset.csv
MPL-OD-2020-002766,127600.0,122462.99,0.9597413009404389,Odisha,Puri,2020,,,synthetic_dataset.csv
MPL-WB-2015-002767,114900.0,109809.78,0.9556986945169713,,Hooghly,2015,,,synthetic_dataset.csv
MPL-RJ-2021-002768,611100.0,531727.02,0.8701145802650958,Rajasthan,Barmer,2021,,,synthetic_dataset.csv
MPL-AP-2018-002769,155500.0,123613.15,0.7949398713826367,Andhra Pradesh,Kurnool,2018,,,synthetic_dataset.csv
MPL-PB-2018-002770,150500.0,149681.11,0.9945588704318936,Punjab,Sangrur,2018,,,synthetic_dataset.csv
MPL-MH-2016-002771,36491957.0,33584994.45,0.9203396367588618,Maharashtra,Nashik,2017,,,synthetic_dataset.csv
MPL-GJ-2020-002772,1437700.0,1431913.45,0.9959751338944146,Gujarat,Bhavnagar,2020,,,synthetic_dataset.csv
MPL-AP-2021-002773,15773919.87,,,Andhra Pradesh,Kadapa,2021,,,synthetic_dataset.csv
MPL-UP-2018-002774,,1616905.28,,Uttar Pradesh,Gorakhpur,2018,,,synthetic_dataset.csv
MPL-MP-2021-002775,658100.0,611094.13,0.9285733627108342,Madhya Pradesh,Chhindwara,,,,synthetic_dataset.csv
MPL-TN-2016-002776,701800.0,,,Tamil Nadu,Tiruchirappalli,2016,,,synthetic_dataset.csv
MPL-RJ-2015-002777,401100.0,331208.71,0.825750959860384,Rajasthan,Ajmer,2015,,,synthetic_dataset.csv
MPL-BR-2022-002778,95000.0,81699.56,0.8599953684210526,Bihar,unknown,2022,,,synthetic_dataset.csv
MPL-KA-2019-002779,,576140.91,,Karnataka,Mysuru,1979,,,synthetic_dataset.csv
MPL-MH-2015-002780,422000.0,407945.05,0.9666944312796208,Maharashtra,Pune,2015,,,synthetic_dataset.csv
MPL-UP-2022-002781,516800.0,464098.95,0.8980242840557275,Uttar Pradesh,Jhansi,2022,,,synthetic_dataset.csv
MPL-UP-2022-002782,763000.0,722865.23,0.9473987287024902,Uttar Pradesh,Meerut,2022,,,synthetic_dataset.csv
MPL-RJ-2021-002783,34598866.85,31040421.94,0.8971514030957346,Rajasthan,Bikaner,2021,,,synthetic_dataset.csv
MPL-TN-2021-002784,28236216.14,,,Tamil Nadu,Tiruchirappalli,2021,,,synthetic_dataset.csv
MPL-MH-2022-002785,653500.0,646631.89,0.9894902677888294,Maharashtra,Latur,2022,,,synthetic_dataset.csv
MPL-MP-2015-002786,5473.54,5236.59,0.9567099171651253,Madhya Pradesh,Jabalpur,2015,,,synthetic_dataset.csv
MPL-MP-2022-002787,,,,Madhya Pradesh,Indore,,,,synthetic_dataset.csv
MPL-BR-2020-002788,857500.0,827623.6,0.9651587172011662,Bihar,Darbhanga,2020,,,synthetic_dataset.csv
MPL-OD-2019-002789,1157100.0,1018404.22,0.8801350099386397,Odisha,Koraput,2019,,,synthetic_dataset.csv
MPL-TN-2021-002790,340900.0,,,Tamil Nadu,Erode,2021,,,synthetic_dataset.csv
MPL-AP-2021-002791,1161100.0,,,Andhra Pradesh,Guntur,2021,,,synthetic_dataset.csv
MPL-UP-2019-002792,659100.0,,,Uttar Pradesh,Prayagraj,2019,,,synthetic_dataset.csv
MPL-MP-2019-002793,1206400.0,,,Madhya Pradesh,NA,2019,,,synthetic_dataset.csv
MPL-PB-2021-002794,210700.0,206566.31,0.9803811580446132,Punjab,Hoshiarpur,2021,,,synthetic_dataset.csv
MPL-AP-2021-002795,592600.0,542490.56,0.9154413769827878,Andhra Pradesh,Kurnool,2021,,,synthetic_dataset.csv
MPL-BR-2019-002796,,664154.32,,Bihar,Saran,2019,,,synthetic_dataset.csv
MPL-RJ-2015-002797,435100.0,408458.6,0.9387694782808549,Rajasthan,Udaipur,2015,,,synthetic_dataset.csv
MPL-TN-2015-002798,934100.0,928458.91,0.9939609356599937,Tamil Nadu,Tiruchirappalli,2015,,,synthetic_dataset.csv
MPL-MP-2016-002799,433500.0,337601.27,0.7787803229527105,Madhya Pradesh,Indore,2016,,,synthetic_dataset.csv
MPL-GJ-2016-002800,1418400.0,1278660.71,0.9014810420191766,Gujarat,Surat,2016,,,synthetic_dataset.csv
MPL-PB-2020-002801,474700.0,489338.97,1.0308383610701495,Punjab,Ferozepur,2020,,,synthetic_dataset.csv
MPL-WB-2021-002802,,12910006.1,,West Bengal,,2021,,,synthetic_dataset.csv
MPL-UP-2016-002803,813700.0,648847.72,0.7974041047068944,Uttar Pradesh,Kanpur Nagar,2016,,,synthetic_dataset.csv
MPL-BR-2017-002804,,,,Bihar,Nalanda,2017,,,synthetic_dataset.csv
MPL-UP-2022-002805,171500.0,178207.74,1.0391121865889212,Uttar Pradesh,Jhansi,2022,,,synthetic_dataset.csv
MPL-KA-2021-002806,1065300.0,789163.0,0.7407894489815076,Karnataka,Belagavi,2021,,,synthetic_dataset.csv
MPL-TN-2015-002807,496500.0,423781.89,0.8535385498489426,Tamil Nadu,Coimbatore,2015,,,synthetic_dataset.csv
MPL-MP-2016-002808,245800.0,248899.49,1.012609804719284,Madhya Pradesh,Rewa,2016,,,synthetic_dataset.csv
MPL-MH-2021-002809,1453600.0,1538464.45,1.0583822578425977,,unknown,2021,,,synthetic_dataset.csv
MPL-MH-2018-002810,130900.0,107934.64,0.8245579831932773,Maharashtra,Nashik,2018,,,synthetic_dataset.csv
MPL-UP-2022-002811,388800.0,371909.4,0.9565570987654322,,Gorakhpur,2022,,,synthetic_dataset.csv
MPL-AP-2015-002812,218900.0,228596.13,1.044294792142531,Andhra Pradesh,Nellore,2015,,,synthetic_dataset.csv
MPL-MP-2020-002813,141300.0,,,Madhya Pradesh,Jabalpur,2020,,,synthetic_dataset.csv
MPL-UP-2016-002814,,,,Uttar Pradesh,Gorakhpur,2016,,,synthetic_dataset.csv
MPL-UP-2022-002815,327000.0,,,Uttar Pradesh,Varanasi,2022,,,synthetic_dataset.csv
MPL-BR-2020-002816,1404900.0,1283342.37,0.9134759555840274,Bihar,Bhagalpur,2020,,,synthetic_dataset.csv
MPL-KA-2018-002817,194700.0,,,Karnataka,Ballari,2018,,,synthetic_dataset.csv
MPL-BR-2019-002818,3315524.7,3128597.99,0.9436207759212291,Bihar,Nalanda,2019,,,synthetic_dataset.csv
MPL-WB-2022-002819,503800.0,,,West Bengal,Nadia,2022,,,synthetic_dataset.csv
MPL-OD-2019-002820,172700.0,179080.96,1.0369482339316733,Odisha,Balasore,,,,synthetic_dataset.csv
MPL-KA-2017-002821,2252500.0,2254058.65,1.0006919644839067,Karnataka,Ballari,2017,,,synthetic_dataset.csv
MPL-MP-2019-002822,96900.0,94038.05,0.9704649122807018,Madhya Pradesh,Indore,2019,,,synthetic_dataset.csv
MPL-UP-2022-002823,147100.0,124474.87,0.8461921821889871,Uttar Pradesh,Kanpur Nagar,2022,,,synthetic_dataset.csv
MPL-PB-2021-002824,,573988.66,,Punjab,Ludhiana,2021,,,synthetic_dataset.csv
MPL-PB-2022-002825,875000.0,802100.59,0.9166863885714285,Punjab,Bathinda,2022,,,synthetic_dataset.csv
MPL-MP-2020-002826,7075823.71,7161048.15,1.0120444549628274,Madhya Pradesh,Rewa,2020,,,synthetic_dataset.csv
MPL-WB-2022-002827,155200.0,157799.47,1.016749162371134,West Bengal,Bankura,2022,,,synthetic_dataset.csv
MPL-MH-2016-002828,341400.0,338183.5,0.9905785002929115,Maharashtra,Latur,2016,,,synthetic_dataset.csv
MPL-GJ-2019-002829,,90184.29,,Gujarat,Junagadh,,,,synthetic_dataset.csv
MPL-MP-2019-002830,647100.0,693712.81,1.0720333951475816,Madhya Pradesh,Rewa,2019,,,synthetic_dataset.csv
MPL-MH-2022-002831,263200.0,247463.31,0.9402101443768996,Maharashtra,Latur,2022,,,synthetic_dataset.csv
MPL-WB-2015-002832,892000.0,855224.94,0.9587723542600897,West Bengal,Hooghly,2015,,,synthetic_dataset.csv
MPL-WB-2017-002833,840800.0,850226.07,1.0112108349191247,West Bengal,Malda,2017,,,synthetic_dataset.csv
MPL-GJ-2019-002834,87400.0,,,Gujarat,Mehsana,2019,,,synthetic_dataset.csv
